"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-009: Bank manager deletes a customer. Customer should no longer appear in the list.","13149","tc009_deleteCustomer","XYZ Bank Automation Suite","Thu May 28 07:05:01 UTC 2026","passed","Thu May 28 07:05:14 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc009_deleteCustomer"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5057","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 07:07:58 UTC 2026","passed","Thu May 28 07:08:03 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5056","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 07:08:03 UTC 2026","passed","Thu May 28 07:08:09 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2027","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 07:04:28 UTC 2026","failed","Thu May 28 07:04:30 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"TC-006: Bank manager creates an account for a customer. Expects account number in success alert.","2876","tc006_openAccountForExistingCustomer","XYZ Bank Automation Suite","Thu May 28 07:04:49 UTC 2026","passed","Thu May 28 07:04:52 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc006_openAccountForExistingCustomer"
"TC-016: Deposit of 0 should be rejected. Balance should not change. (AC5 — known defect)","5261","tc016_cannotDepositZero","XYZ Bank Automation Suite","Thu May 28 07:06:25 UTC 2026","passed","Thu May 28 07:06:31 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc016_cannotDepositZero"
"TC-007: Bank manager creates Dollar, Pound, and Rupee accounts for the same customer.","3355","tc007_openAccountsInAllCurrencies","XYZ Bank Automation Suite","Thu May 28 07:04:52 UTC 2026","passed","Thu May 28 07:04:56 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc007_openAccountsInAllCurrencies"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2015","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 07:04:31 UTC 2026","failed","Thu May 28 07:04:33 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5132","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 07:07:40 UTC 2026","passed","Thu May 28 07:07:46 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5195","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 07:07:29 UTC 2026","passed","Thu May 28 07:07:34 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-013: Withdrawal from a zero-balance account should be rejected. Balance stays 0. (AC6)","5057","tc013_withdrawRejectedOnZeroBalance","XYZ Bank Automation Suite","Thu May 28 07:05:57 UTC 2026","passed","Thu May 28 07:06:02 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc013_withdrawRejectedOnZeroBalance"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2006","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 07:04:33 UTC 2026","failed","Thu May 28 07:04:35 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"TC-003: Withdrawal of -100 should be rejected. Balance unchanged. (AC6 — known defect)","5836","tc003_withdrawRejectsNegativeAmount","XYZ Bank Automation Suite","Thu May 28 07:05:38 UTC 2026","passed","Thu May 28 07:05:44 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc003_withdrawRejectsNegativeAmount"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5737","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 07:07:52 UTC 2026","passed","Thu May 28 07:07:57 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2025","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 07:04:23 UTC 2026","passed","Thu May 28 07:04:25 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"TC-001: Bank manager adds a customer with a valid alphabetic name and numeric post code. Expects success alert.","2526","tc001_addCustomerWithValidData","XYZ Bank Automation Suite","Thu May 28 07:04:19 UTC 2026","passed","Thu May 28 07:04:22 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc001_addCustomerWithValidData"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5178","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 07:07:35 UTC 2026","passed","Thu May 28 07:07:40 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-020: The Transactions page must not expose controls to alter history. Reset button presence violates AC7. (known defect)","15837","tc020_customerCannotAlterTransactionHistory","XYZ Bank Automation Suite","Thu May 28 07:07:01 UTC 2026","failed","Thu May 28 07:07:17 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc020_customerCannotAlterTransactionHistory"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","2011","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 07:04:25 UTC 2026","passed","Thu May 28 07:04:27 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5735","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 07:08:09 UTC 2026","passed","Thu May 28 07:08:15 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
"TC-018: Withdrawal of $99999 (exceeds balance) should be rejected. Balance unchanged. (AC6)","5764","tc018_withdrawalRejectedWhenExceedsBalance","XYZ Bank Automation Suite","Thu May 28 07:06:38 UTC 2026","passed","Thu May 28 07:06:43 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc018_withdrawalRejectedWhenExceedsBalance"
"TC-019: After a deposit and withdrawal, both appear in the Transactions tab. (AC4)","16584","tc019_transactionsAppearInTable","XYZ Bank Automation Suite","Thu May 28 07:06:44 UTC 2026","passed","Thu May 28 07:07:01 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc019_transactionsAppearInTable"
"TC-014: Customer deposits $1000. Balance should increase by the deposited amount. (AC5)","5098","tc014_depositPositiveAmount","XYZ Bank Automation Suite","Thu May 28 07:06:14 UTC 2026","passed","Thu May 28 07:06:19 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc014_depositPositiveAmount"
"TC-015: Deposit of -100 should be rejected. Balance should not change. (AC5 — known defect)","5237","tc015_cannotDepositNegativeAmount","XYZ Bank Automation Suite","Thu May 28 07:06:20 UTC 2026","passed","Thu May 28 07:06:25 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc015_cannotDepositNegativeAmount"
"TC-012: Selecting a different account from the dropdown updates the displayed balance. (AC2)","5154","tc012_switchingAccountsUpdatesBalance","XYZ Bank Automation Suite","Thu May 28 07:05:51 UTC 2026","passed","Thu May 28 07:05:56 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc012_switchingAccountsUpdatesBalance"
"TC-017: Customer withdraws $500 from a $1000 balance. Balance should become $500. (AC6)","5808","tc017_withdrawPositiveAmountWithSufficientBalance","XYZ Bank Automation Suite","Thu May 28 07:06:31 UTC 2026","passed","Thu May 28 07:06:37 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc017_withdrawPositiveAmountWithSufficientBalance"
"TC-011: Clicking Process without selecting customer or currency should not create an account.","11899","tc011_openAccountWithNoSelectionRejected","XYZ Bank Automation Suite","Thu May 28 07:05:26 UTC 2026","passed","Thu May 28 07:05:38 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc011_openAccountWithNoSelectionRejected"
"TC-010: Customer withdraws the exact account balance. Balance should be 0. (AC6)","5805","tc010_withdrawExactBalanceLeavingZero","XYZ Bank Automation Suite","Thu May 28 07:05:45 UTC 2026","passed","Thu May 28 07:05:51 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc010_withdrawExactBalanceLeavingZero"
"TC-008: Customer cannot access banking features without an account; access enabled after manager creates one.","3916","tc008_customerAccessBeforeAndAfterAccountCreation","XYZ Bank Automation Suite","Thu May 28 07:04:56 UTC 2026","passed","Thu May 28 07:05:00 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc008_customerAccessBeforeAndAfterAccountCreation"
"Data-driven: validates that the Add Customer form enforces AC1 (alphabetic names, numeric post codes).","12128","tc002_004_005_addCustomerValidation","XYZ Bank Automation Suite","Thu May 28 07:04:36 UTC 2026","passed","Thu May 28 07:04:48 UTC 2026","com.xyzbank.tests.ManagerTest","Bank Manager Tests","com.xyzbank.tests.ManagerTest","tc002_004_005_addCustomerValidation"
"Data-driven: deposit and withdrawal edge cases from CSV (AC5 & AC6).","5056","tc_datadriven_transactionValidation","XYZ Bank Automation Suite","Thu May 28 07:07:46 UTC 2026","passed","Thu May 28 07:07:51 UTC 2026","com.xyzbank.tests.CustomerTest","Customer Tests","com.xyzbank.tests.CustomerTest","tc_datadriven_transactionValidation"
